uid,x,y
88989,87,91
88990,52,179
88991,157,49
88992,153,55
88993,124,92
88994,152,78
88995,119,130
88996,180,45
88997,181,71
88998,144,70
88999,166,80
89000,152,65
89001,122,7
89002,102,107
89003,135,101
89004,112,115
89005,127,78
89006,46,199
89007,186,107
89008,154,96
89009,191,108
89010,177,51
89011,133,79
89012,139,95
89013,179,49
89014,183,57
89015,138,121
89016,82,91
89017,174,78
89018,7,43
89019,127,80
89020,20,4
89021,122,105
89022,151,56
89023,182,87
89024,132,99
89025,134,107
89026,185,179
89027,90,132
89028,127,96
89029,172,81
89030,102,14
89031,176,89
89032,102,15
89033,103,94
89034,109,119
89035,123,71
89036,126,78
89037,172,58
89038,14,10
89039,194,24
89040,197,189
89041,133,98
89042,173,29
89043,161,62
89044,86,118
89045,184,63
89046,121,73
89047,98,6
89048,93,85
89049,127,63
89050,182,52
89051,41,182
89052,154,27
89053,180,80
89054,169,75
89055,85,87
89056,119,73
89057,179,43
89058,189,116
89059,85,128
89060,19,115
89061,111,84
89062,92,111
89063,49,178
89064,184,49
89065,94,26
89066,82,14
89067,98,127
89068,55,173
89069,82,104
89070,174,83
89071,176,123
89072,106,39
89073,118,119
89074,121,47
89075,77,101
89076,125,125
89077,138,82
89078,134,78
89079,14,6
89080,119,131
89081,140,93
89082,194,21
89083,61,171
89084,176,60
89085,149,85
89086,65,143
89087,121,101
89088,188,42
89089,96,118
89090,131,69
89091,185,17
89092,147,73
89093,99,102
89094,77,8
89095,137,67
89096,109,26
89097,108,39
89098,72,94
89099,108,108
89100,180,38
89101,107,114
89102,127,119
89103,152,64
89104,124,100
89105,145,69
89106,85,113
89107,157,41
89108,164,131
89109,124,74
89110,177,65
89111,95,17
89112,120,112
89113,69,3
89114,130,161
89115,97,101
89116,159,129
89117,162,58
89118,140,119
89119,45,162
89120,153,75
89121,129,13
89122,155,78
89123,69,19
89124,162,43
89125,91,133
89126,163,93
89127,155,50
89128,115,38
89129,12,21
89130,136,55
89131,92,102
89132,121,126
89133,160,132
89134,188,51
89135,122,49
89136,127,83
89137,130,70
89138,128,66
89139,77,82
89140,107,33
89141,117,123
89142,160,75
89143,115,63
89144,89,137
89145,174,80
89146,195,32
89147,103,103
89148,99,20
89149,105,101
89150,140,76
89151,126,57
89152,116,100
89153,82,17
89154,86,22
89155,156,54
89156,104,32
89157,199,198
89158,132,82
89159,96,26
89160,151,65
89161,185,119
89162,171,24
89163,154,108
89164,157,83
89165,189,52
89166,165,139
89167,100,101
89168,104,33
89169,116,128
89170,148,106
89171,123,97
89172,140,72
89173,72,94
89174,111,100
89175,121,76
89176,74,115
89177,166,89
89178,96,136
89179,191,69
89180,160,50
89181,185,52
89182,46,3
89183,131,75
89184,114,98
89185,127,102
89186,96,102
89187,80,110
89188,121,95
89189,119,4
89190,113,140
89191,177,89
89192,125,124
89193,115,98
89194,58,138
89195,116,139
89196,114,119
89197,71,74
89198,133,1
89199,69,105
89200,77,105
89201,55,82
89202,118,87
89203,132,102
89204,129,67
89205,182,51
89206,51,174
89207,68,189
89208,88,100
89209,78,67
89210,55,81
89211,129,13
89212,128,113
89213,62,138
89214,119,150
89215,172,67
89216,14,6
89217,42,198
89218,94,21
89219,131,92
89220,101,121
89221,128,84
89222,133,64
89223,98,99
89224,114,38
89225,89,99
89226,145,85
89227,46,173
89228,133,28
89229,182,83
89230,191,108
89231,142,75
89232,147,83
89233,186,15
89234,116,103
89235,129,86
89236,129,78
89237,169,58
89238,173,68
89239,165,39
89240,118,56
89241,85,92
89242,153,103
89243,110,136
89244,34,8
89245,176,17
89246,137,95
89247,142,96
89248,44,199
89249,112,109
89250,126,96
89251,21,135
89252,121,78
89253,124,82
89254,190,40
89255,4,43
89256,126,89
89257,102,25
89258,90,139
89259,123,71
89260,115,105
89261,185,107
89262,163,56
89263,146,87
89264,98,119
89265,66,18
89266,112,35
89267,108,67
89268,179,47
89269,176,33
89270,182,74
89271,85,118
89272,161,96
89273,191,181
89274,68,178
89275,88,133
89276,82,113
89277,199,81
89278,150,95
89279,46,174
89280,164,86
89281,139,94
89282,69,169
89283,95,135
89284,45,189
89285,147,100
89286,123,96
89287,125,107
89288,150,46
89289,120,86
89290,118,66
89291,101,114
89292,132,67
89293,121,92
89294,124,86
89295,188,61
89296,104,92
89297,162,90
89298,115,51
89299,84,108
89300,81,83
89301,147,97
89302,134,86
89303,167,69
89304,159,57
89305,185,68
89306,139,84
89307,162,140
89308,72,103
89309,129,81
89310,53,1
89311,99,118
89312,96,75
89313,184,55
89314,68,168
89315,55,178
89316,167,88
89317,177,46
89318,166,58
89319,84,108
89320,168,91
89321,165,37
89322,166,126
89323,142,99
89324,192,21
89325,192,52
89326,85,108
89327,157,99
89328,122,69
89329,172,6
89330,176,20
89331,81,130
89332,171,68
89333,181,123
89334,90,133
89335,156,82
89336,110,90
89337,147,74
89338,157,32
89339,149,31
89340,129,71
89341,166,127
89342,130,95
89343,121,21
89344,108,7
89345,96,108
89346,95,20
89347,110,80
89348,82,67
89349,158,56
89350,85,141
89351,179,67
89352,104,92
89353,127,103
89354,96,99
89355,97,77
89356,121,132
89357,121,127
89358,70,111
89359,171,55
89360,158,22
89361,94,93
89362,17,8
89363,130,63
89364,103,119
89365,11,36
89366,74,10
89367,189,48
89368,146,42
89369,78,133
89370,119,97
89371,135,72
89372,177,62
89373,105,180
89374,183,50
89375,50,174
89376,184,51
89377,72,72
89378,119,121
89379,181,47
89380,50,174
89381,149,62
89382,35,155
89383,187,127
89384,123,73
89385,178,103
89386,180,49
89387,172,74
89388,171,23
89389,170,75
89390,97,27
89391,129,81
89392,149,77
89393,146,45
89394,91,127
89395,140,91
89396,124,91
89397,71,14
89398,149,82
89399,126,76
89400,197,56
89401,82,89
89402,150,75
89404,190,99
89405,76,111
89406,47,181
89407,158,30
89408,138,66
89409,146,78
89410,52,180
89411,90,89
89412,44,190
89413,72,134
89414,72,63
89415,111,102
89416,132,70
89417,146,85
89418,175,53
89419,104,88
89420,141,84
89421,63,171
89422,125,130
89423,169,90
89424,115,82
89425,85,66
89426,85,20
89427,106,106
89428,182,74
89429,190,27
89430,96,106
89431,179,82
89432,175,52
89433,15,11
89434,168,67
89435,149,55
89436,149,64
89437,129,72
89438,66,114
89439,138,79
89440,162,52
89441,140,68
89442,54,184
89443,44,178
89444,192,186
89445,84,135
89446,128,107
89447,184,57
89448,124,89
89449,52,188
89450,172,73
89451,124,98
89452,132,75
89453,174,36
89454,91,94
89455,152,107
89456,75,100
89457,100,134
89458,115,128
89459,113,140
89460,187,36
89461,67,180
89462,138,45
89463,88,7
89464,61,113
89465,155,105
89466,96,117
89467,198,80
89468,69,110
89469,139,100
89470,125,91
89471,154,97
89472,17,7
89473,142,90
89474,120,105
89475,179,70
89476,176,51
89477,49,184
89478,188,46
89479,41,175
89480,133,136
89481,180,85
89482,39,180
89483,81,68
89484,174,53
89485,176,49
89486,1,18
89487,116,87
89488,183,129
89489,158,15
89490,129,61
89491,166,70
89492,187,108
89493,93,67
89494,133,138
89495,138,1
89496,101,23
89497,171,80
89498,107,132
89499,80,28
89500,92,120
89501,120,83
89502,199,81
89503,72,86
89504,169,73
89505,178,106
89506,114,110
89507,113,103
89508,131,106
89509,147,82
89510,120,132
89511,54,175
89512,49,1
89513,159,66
89514,28,120
89515,22,5
89516,144,80
89517,152,90
89518,166,59
89519,72,111
89520,135,82
89521,118,73
89522,126,157
89523,139,77
89524,130,44
89525,175,80
89526,107,99
89527,74,82
89528,187,50
89529,140,110
89530,91,118
89531,117,96
89532,146,96
89533,118,113
89534,151,77
89535,174,106
89536,98,31
89537,81,94
89538,91,115
89539,104,105
89540,172,18
89541,84,1
89542,149,85
89543,138,97
89544,63,165
89545,178,38
89546,98,75
89547,136,88
89548,186,109
89549,149,74
89550,63,8
89551,131,65
89552,75,9
89553,124,112
89554,92,71
89555,116,126
89556,151,91
89557,96,105
89558,71,113
89559,126,83
89560,118,96
89561,141,71
89562,115,128
89563,147,66
89564,77,22
89565,113,82
89566,125,100
89567,187,17
89568,93,130
89569,115,95
89570,124,80
89571,157,62
89572,135,50
89573,163,78
89574,146,87
89575,116,120
89576,85,100
89577,48,169
89578,122,101
89579,128,72
89580,111,101
89581,158,73
89582,2,43
89583,189,16
89584,111,131
89585,124,76
89586,98,84
89587,139,47
89588,94,71
89589,102,130
89590,115,102
89591,79,131
89592,187,53
89593,136,47
89594,49,77
89595,188,49
89596,89,86
89597,45,185
89598,142,75
89599,66,148
89600,127,88
89601,106,115
89602,35,7
89603,174,14
89604,131,78
89605,139,105
89606,33,153
89607,121,111
89608,137,84
89609,191,69
89610,65,145
89611,6,33
89612,195,73
89613,70,103
89614,120,101
89615,177,49
89616,154,103
89617,180,57
89618,79,112
89619,160,82
89620,124,88
89621,107,29
89622,163,65
89623,88,131
89624,153,104
89625,53,183
89626,131,105
89627,121,82
89628,94,128
89629,86,13
89630,140,53
89631,150,88
89632,122,71
89633,79,26
89634,196,32
89635,80,22
89636,61,138
89637,144,66
89638,118,127
89639,60,169
89640,91,100
89641,152,63
89642,141,93
89643,143,68
89644,89,136
89645,95,27
89646,176,19
89647,135,78
89648,169,71
89649,171,66
89650,126,110
89651,183,57
89652,138,44
89653,124,100
89654,169,65
89655,121,88
89656,91,136
89657,183,54
89658,152,79
89659,175,5
89660,182,44
89661,94,113
89662,125,128
89663,58,119
89664,134,47
89665,94,23
89666,127,100
89667,169,56
89668,152,104
89669,164,76
89670,169,136
89671,148,78
89672,41,101
89673,125,75
89674,147,92
89675,158,96
89676,113,102
89677,107,8
89678,6,33
89679,125,94
89680,191,82
89681,160,98
89682,169,136
89683,146,81
89684,180,62
89685,76,86
89686,177,56
89687,108,65
89688,118,67
89689,151,104
89690,175,43
89691,88,68
89692,55,171
89693,107,97
89694,146,28
89695,116,125
89696,122,46
89697,42,165
89698,128,4
89699,173,88
89700,186,76
89701,188,47
89702,103,104
89703,47,2
89704,133,69
89705,111,13
89706,143,125
89707,110,54
89708,69,119
89709,180,113
89710,155,46
89711,182,43
89712,60,12
89713,71,84
89714,57,82
89715,165,137
89716,138,88
89717,150,106
89718,178,13
89719,141,88
89720,185,66
89721,80,82
89722,166,43
89723,170,21
89724,177,57
89725,110,12
89726,93,83
89727,84,93
89728,141,92
89729,161,88
89730,198,82
89731,106,141
89732,151,62
89733,120,40
89734,74,122
89735,64,118
89736,102,91
89737,95,106
89738,119,100
89739,121,82
89740,130,84
89741,134,101
89742,52,185
89743,140,98
89744,116,36
89745,121,123
89746,131,72
89747,162,14
89748,162,89
89749,183,38
89750,127,68
89751,81,65
89752,172,30
89753,127,95
89754,116,23
89755,86,114
89756,107,96
89757,94,75
89758,156,106
89759,68,165
89760,165,75
89761,173,76
89762,115,38
89763,91,70
89764,56,174
89765,172,45
89766,142,91
89767,46,190
89768,149,59
89769,93,83
89770,98,19
89771,152,76
89772,198,66
89773,111,93
89774,137,100
89775,187,33
89776,132,62
89777,178,24
89778,99,24
89779,113,64
89780,90,138
89781,160,106
89782,174,122
89783,129,59
89784,150,150
89785,180,39
89786,88,83
89787,161,92
89788,162,36
89789,67,173
89790,157,67
89791,188,46
89792,148,89
89793,72,20
89794,149,106
89795,152,105
89796,156,55
89797,90,125
89798,107,46
89799,130,63
89800,129,62
89801,147,64
89802,79,81
89803,196,40
89804,51,176
89805,65,163
89806,119,106
89807,139,104
89808,55,176
89809,118,28
89810,149,113
89811,163,58
89812,127,112
89813,116,86
89814,148,95
89815,130,91
89816,157,90
89817,137,78
89818,105,126
89819,139,105
89820,76,128
89821,153,62
89822,100,102
89823,135,48
89824,126,94
89825,63,157
89826,127,99
89827,135,67
89828,181,85
89829,57,184
89830,116,101
89831,135,107
89832,136,99
89833,145,81
89834,157,77
89835,71,9
89836,134,73
89837,73,112
89838,147,93
89839,80,9
89840,182,103
89841,81,10
89842,116,109
89843,196,132
89844,133,98
89845,69,189
89846,157,38
89847,169,137
89848,134,77
89849,146,169
89850,115,38
89851,163,92
89852,102,94
89853,174,92
89854,78,195
89855,139,66
89856,187,30
89857,66,175
89858,54,184
89859,124,111
89860,122,140
89861,122,105
89862,59,174
89863,103,1
89864,135,80
89865,139,101
89866,92,23
89867,78,18
89868,152,95
89869,168,73
89870,88,137
89871,134,104
89872,55,176
89873,104,32
89874,64,139
89875,64,152
89876,1,33
89877,169,69
89878,98,19
89879,114,97
89880,127,44
89881,182,34
89882,135,65
89883,118,119
89884,72,84
89885,191,25
89886,187,24
89887,104,116
89888,140,100
89889,107,108
89890,130,60
89891,52,187
89892,84,157
89893,165,24
89894,90,98
89895,140,59
89896,35,158
89897,169,93
89898,172,28
89899,121,97
89900,148,97
89901,99,75
89902,176,46
89903,1,44
89904,45,180
89905,112,136
89906,157,110
89907,180,39
89908,77,102
89909,81,88
89910,10,37
89911,2,33
89912,132,103
89913,88,135
89914,81,90
89915,160,59
89916,131,90
89917,138,50
89918,176,94
89919,126,67
89920,66,17
89921,68,178
89922,143,87
89923,196,28
89924,49,170
89925,197,57
89926,155,89
89927,74,103
89928,192,183
89929,125,83
89930,63,117
89931,121,100
89932,162,74
89933,189,176
89934,137,45
89935,69,2
89936,161,99
89937,67,136
89938,175,58
89939,50,175
89940,57,169
89941,101,120
89942,109,117
89943,113,34
89944,90,78
89945,180,58
89946,200,12
89947,72,96
89948,123,69
89949,155,92
89950,119,82
89951,73,112
89952,151,69
89953,85,131
89954,116,94
89955,168,75
89956,157,72
89957,141,82
89958,136,57
89959,162,45
89960,143,91
89961,172,21
89962,146,114
89963,155,65
89964,141,119
89965,172,82
89966,123,86
89967,144,118
89968,173,43
89969,95,13
89970,166,57
89971,165,90
89972,115,89
89973,147,103
89974,155,70
89975,144,112
89976,118,89
89977,83,135
89978,95,113
89979,106,75
89980,177,36
89981,200,58
89982,116,90
89983,91,125
89984,96,110
89985,47,175
89986,76,107
89987,146,81
89988,98,83
89989,149,82
89990,199,81
89991,117,71
89992,115,91
89993,114,129
89994,129,80
89995,81,86
89996,139,80
89997,162,12
89998,176,56
89999,87,24
90000,65,119
90001,126,119
90002,75,104
90003,197,26
90004,174,140
90005,127,96
90006,97,118
90007,81,110
90008,85,20
90009,129,63
90010,135,85
90011,161,62
90012,163,98
90013,84,89
90014,94,112
90015,105,121
90016,92,122
90017,127,26
90018,100,101
90019,158,34
90020,146,82
90021,137,40
90022,122,84
90023,152,89
90024,128,59
90025,131,106
90026,109,117
90027,170,82
90028,153,97
90029,77,112
90030,146,115
90031,136,96
90032,144,82
90033,141,87
90034,124,94
90035,157,68
90036,136,83
90037,102,109
90038,62,119
90039,166,55
90040,81,83
90041,111,136
90042,2,9
90043,71,76
90044,149,91
90045,85,19
90046,124,86
90047,169,119
90048,95,13
90049,100,104
90050,74,25
90051,127,111
90052,69,135
90053,127,100
90054,45,199
90055,144,108
90056,126,122
90057,73,10
90058,69,130
90059,169,58
90060,83,108
90061,136,90
90062,148,124
90063,132,113
90064,119,118
90065,118,72
90066,139,78
90067,135,75
90068,122,130
90069,166,91
90070,116,34
90071,185,44
90072,93,124
90073,69,18
90074,96,103
90075,71,118
90076,103,108
90077,135,76
90078,98,97
90079,106,88
90080,157,45
90081,123,71
90082,77,90
90083,151,76
90084,173,78
90085,105,96
90086,123,111
90087,90,19
90088,112,13
90089,182,106
90090,104,119
90091,141,66
90092,138,147
90093,86,92
90094,74,25
90095,143,106
90096,146,117
90097,160,113
90098,167,52
90099,183,90
90100,115,93
90101,144,81
90102,127,53
90103,141,87
90104,128,78
90105,126,72
90106,122,49
90107,96,84
90108,67,117
90109,129,112
90110,170,82
90111,110,39
90112,74,189
90113,63,177
90114,69,20
90115,108,84
90116,135,65
90117,155,74
90118,100,73
90119,164,61
90120,117,118
90121,80,90
90122,157,25
90123,155,105
90124,107,91
90125,132,124
90126,107,107
90127,171,19
90128,70,18
90129,135,87
90130,153,45
90131,123,63
90132,143,116
90133,143,110
90134,130,67
90135,67,138
90136,190,183
90137,181,48
90138,122,113
90139,127,119
90140,74,83
90141,111,37
90142,94,112
90143,130,56
90144,191,106
90145,119,114
90146,102,82
90147,102,127
90148,174,8
90149,189,37
90150,108,84
90151,126,136
90152,67,140
90153,122,71
90154,61,13
90155,133,98
90156,53,190
90157,191,91
90158,94,27
90159,16,4
90160,96,129
90161,138,101
90162,88,21
90163,77,97
90164,154,86
90165,180,90
90166,194,64
90167,138,118
90168,127,95
90169,143,68
90170,61,137
90171,160,51
90172,146,82
90173,140,71
90174,170,57
90175,118,131
90176,94,26
90177,128,97
90178,192,185
90179,116,83
90180,31,143
90181,98,24
90182,133,68
90183,166,66
90184,167,145
90185,182,43
90186,52,1
90187,133,64
90188,77,84
90189,98,19
90190,146,117
90191,168,68
90192,70,104
90193,105,9
90194,106,83
90195,81,136
90196,135,57
90197,120,106
90198,135,78
90199,139,41
90200,160,82
90201,113,133
90202,68,175
90203,6,48
90204,60,137
90205,136,96
90206,69,18
90207,191,92
90208,110,80
90209,185,31
90210,61,136
90211,95,100
90212,129,41
90213,146,108
90214,143,200
90215,114,132
90216,121,132
90217,141,106
90218,41,163
90219,107,18
90220,65,175
90221,154,109
90222,66,144
90223,107,126
90224,82,20
90225,157,107
90226,73,162
90227,106,119
90228,161,98
90229,189,106
90230,188,45
90231,135,70
90232,163,97
90233,74,24
90234,123,131
90235,32,136
90236,158,63
90237,115,80
90238,121,71
90239,153,82
90240,146,84
90241,194,64
90242,75,196
90243,121,94
90244,193,69
90245,122,83
90246,167,73
90247,61,190
90248,182,83
90249,143,84
90250,183,64
90251,135,88
90252,88,71
90253,197,37
90254,145,28
90255,120,95
90256,151,65
90257,64,1
90258,106,64
90259,175,152
90260,172,13
90261,99,27
90262,188,102
90263,118,73
90264,79,72
90265,148,72
90266,97,18
90267,135,69
90268,97,111
90269,100,76
90270,165,131
90271,44,5
90272,168,75
90273,199,92
90274,30,7
90275,146,127
90276,184,59
90277,88,133
90278,177,95
90279,61,114
90280,47,177
90281,121,84
90282,169,66
90283,76,13
90284,136,46
90285,106,7
90286,160,82
90287,105,106
90288,122,140
90289,96,106
90290,147,103
90291,84,117
90292,132,98
90293,98,136
90294,104,85
90295,140,58
90296,170,77
90297,197,73
90298,99,31
90299,92,70
90300,171,82
90301,150,99
90302,155,78
90303,135,86
90304,140,92
90305,126,28
90306,44,198
90307,126,80
90308,86,94
90309,163,63
90310,85,119
90311,145,113
90312,179,54
90313,77,79
90314,135,77
90315,193,55
90316,142,121
90317,177,139
90318,157,63
90319,163,91
90320,117,146
90321,146,74
90322,148,62
90323,53,192
90324,35,1
90325,156,87
90326,105,36
90327,92,120
90328,165,145
90329,123,83
90330,113,57
90331,37,147
90332,182,114
90333,71,162
90334,77,82
90335,124,76
90336,140,81
90337,163,159
90338,186,112
90339,141,74
90340,145,84
90341,186,48
90342,157,63
90343,133,46
90344,83,92
90345,105,106
90346,122,99
90347,92,96
90348,177,75
90349,142,100
90350,111,105
90351,171,179
90352,83,142
90353,127,65
90354,105,22
90355,102,105
90356,146,119
90357,143,82
90358,108,17
90359,117,121
90360,91,112
90361,115,85
90362,126,82
90363,127,82
90364,98,11
90365,55,72
90366,62,151
90367,39,153
90368,164,25
90369,119,92
90370,70,17
90371,128,60
90372,108,76
90373,164,51
90374,113,94
90375,186,52
90376,177,134
90377,67,145
90378,144,71
90379,67,165
90380,146,75
90381,112,95
90382,88,95
90383,161,56
90384,168,122
90385,187,51
90386,69,182
90387,190,101
90388,119,110
90389,57,176
90390,78,82
90391,35,8
90392,85,3
90393,158,61
90394,88,104
90395,127,75
90396,134,82
90397,1,40
90398,132,79
90399,188,113
90400,169,56
90401,37,4
90402,53,85
90403,146,96
90404,113,39
90405,143,107
90406,155,58
90407,133,84
90408,128,86
90409,173,54
90410,142,69
90411,68,85
90412,91,100
90413,45,2
90414,134,83
90415,99,76
90416,166,55
90417,151,84
90418,121,98
90419,176,190
90420,3,37
90421,164,45
90422,162,43
90423,96,81
90424,135,46
90425,155,51
90426,119,73
90427,131,92
90428,168,49
90429,170,64
90430,164,72
90431,121,77
90432,126,137
90433,115,91
90434,83,104
90435,115,27
90436,149,47
90437,140,93
90438,98,101
90439,170,84
90440,15,5
90441,188,111
90442,97,99
90443,184,38
90444,137,74
90445,125,97
90446,118,100
90447,124,74
90448,170,15
90449,66,114
90450,99,102
90451,176,61
90452,112,110
90453,133,108
90454,45,4
90455,149,61
90456,59,138
90457,96,110
90458,136,85
90459,122,65
90460,119,71
90461,156,109
90462,127,85
90463,73,114
90464,70,20
90465,124,94
90466,104,2
90467,91,18
90468,108,89
90469,160,48
90470,132,76
90471,66,150
90472,151,100
90473,138,103
90474,92,24
90475,149,15
90476,132,84
90477,139,91
90478,177,57
90479,160,81
90480,188,24
90481,186,63
90482,78,195
90483,36,1
90484,116,139
90485,141,81
90486,50,178
90487,120,131
90488,124,84
90489,93,135
90490,164,63
90491,140,96
90492,70,113
90493,194,42
90494,138,57
90495,115,137
90496,76,70
90497,119,96
90498,160,66
90499,68,172
90500,94,114
90501,59,118
90502,135,91
90503,120,7
90504,94,20
90505,157,61
90506,105,77
90507,162,51
90508,99,104
90509,118,30
90510,18,15
90511,97,137
90512,12,9
90513,127,67
90514,74,13
90515,119,88
90516,121,99
90517,68,182
90518,12,6
90519,91,95
90520,116,129
90521,160,133
90522,99,120
90523,102,95
90524,166,51
90525,60,114
90526,142,83
90527,57,186
90528,142,111
90529,159,60
90530,115,97
90531,96,135
90532,141,88
90533,171,95
90534,52,172
90535,171,24
90536,101,103
90537,144,119
90538,177,40
90539,132,83
90540,95,83
90541,156,75
90542,44,159
90543,152,58
90544,183,74
90545,112,130
90546,77,80
90547,85,90
90548,124,95
90549,174,80
90550,141,109
90551,179,88
90552,137,93
90553,177,35
90554,101,92
90555,59,137
90556,138,74
90557,67,111
90558,124,80
90559,86,99
90560,161,63
90561,38,4
90562,96,109
90563,145,95
90564,171,28
90565,177,70
90566,43,160
90567,139,101
90568,199,70
90569,73,135
90570,172,71
90571,139,100
90572,159,75
90573,105,79
90574,160,88
90575,94,68
90576,77,18
90577,73,9
90578,145,92
90579,94,123
90580,97,23
90581,52,2
90582,166,61
90583,138,67
90584,101,99
90585,78,119
90586,102,21
90587,195,125
90588,100,120
90589,106,128
90590,176,16
90591,88,86
90592,191,94
90593,164,88
90594,1,10
90595,137,84
90596,126,86
90597,74,107
90598,93,82
90599,100,26
90600,92,117
90601,113,120
90602,155,113
90603,141,100
90604,174,37
90605,73,4
90606,159,109
90607,178,43
90608,173,88
90609,102,26
90610,52,183
90611,115,84
90612,110,130
90613,159,76
90614,142,84
90615,85,140
90616,111,99
90617,130,133
90618,177,60
90619,153,101
90620,58,175
90621,155,89
90622,158,55
90623,126,80
90624,186,49
90625,91,115
90626,178,69
90627,191,118
90628,138,103
90629,99,104
90630,187,15
90631,147,156
90632,144,108
90633,69,18
90634,81,107
90635,197,85
90636,118,86
90637,122,2
90638,134,80
90639,95,109
90640,141,73
90641,182,38
90642,188,120
90643,190,96
90644,180,59
90645,121,21
90646,115,29
90647,123,97
90648,168,89
90649,141,95
90650,177,53
90651,164,58
90652,111,97
90653,110,108
90654,147,93
90655,131,103
90656,137,98
90657,60,169
90658,69,167
90659,146,120
90660,71,134
90661,171,78
90662,106,20
90663,157,114
90664,126,73
90665,5,50
90666,153,73
90667,1,33
90668,74,119
90669,124,136
90670,127,62
90671,91,78
90672,96,14
90673,100,23
90674,72,5
90675,127,80
90676,112,108
90677,84,19
90678,133,89
90679,158,53
90680,165,78
90681,114,87
90682,198,12
90683,134,110
90684,163,30
90685,122,74
90686,66,114
90687,98,118
90688,97,108
90689,128,82
90690,182,67
90691,149,90
90692,73,17
90693,70,16
90694,123,92
90695,142,66
90696,141,115
90697,77,84
90698,146,122
90699,125,48
90700,110,95
90701,179,89
90702,161,60
90703,65,142
90704,114,136
90705,55,178
90706,11,9
90707,72,113
90708,105,126
90709,8,43
90710,90,128
90711,157,78
90712,121,40
90713,184,50
90714,94,23
90715,104,105
90716,103,101
90717,151,77
90718,71,13
90719,124,82
90720,116,23
90721,162,82
90722,174,138
90723,128,100
90724,100,9
90725,180,68
90726,113,38
90727,193,28
90728,147,91
90729,90,120
90730,148,74
90731,132,75
90732,113,39
90733,119,83
90734,128,105
90735,77,7
90736,154,96
90737,10,16
90738,124,88
90739,137,85
90740,43,159
90741,138,98
90742,91,106
90743,131,64
90744,104,109
90745,188,51
90746,112,128
90747,174,7
90748,178,57
90749,152,46
90750,121,3
90751,102,105
90752,99,83
90753,131,74
90754,116,98
90755,92,23
90756,98,83
90757,87,66
90758,30,9
90759,99,20
90760,185,175
90761,88,71
90762,159,89
90763,198,76
90764,86,107
90765,139,93
90766,144,71
90767,129,63
90768,200,79
90769,82,96
90770,154,110
90771,147,86
90772,171,82
90773,132,100
90774,127,45
90775,80,68
90776,113,117
90777,69,177
90778,173,43
90779,177,57
90780,128,58
90781,157,62
90782,106,34
90783,174,146
90784,171,120
90785,90,141
90786,154,106
90787,123,134
90788,136,95
90789,83,102
90790,135,93
90791,124,101
90792,140,104
90793,89,139
90794,141,92
90795,159,63
90796,118,106
90797,125,99
90798,48,182
90799,116,71
90800,160,81
90801,150,46
90802,11,13
90803,165,38
90804,52,177
90805,7,42
90806,177,36
90807,137,85
90808,189,49
90809,104,92
90810,165,41
90811,174,87
90812,89,21
90813,136,105
90814,111,70
90815,171,74
90816,63,176
90817,123,99
90818,83,85
90819,55,167
90820,143,107
90821,124,94
90822,119,133
90823,170,76
90824,157,74
90825,78,17
90826,160,73
90827,133,67
90828,134,90
90829,45,181
90830,90,67
90831,157,111
90832,104,23
90833,105,102
90834,48,168
90835,118,101
90836,73,16
90837,143,118
90838,105,90
90839,99,19
90840,163,100
90841,86,98
90842,124,78
90843,121,81
90844,126,113
90845,147,78
90846,134,96
90847,151,97
90848,142,111
90849,161,74
90850,112,44
90851,141,101
90852,169,152
90853,182,31
90854,130,75
90855,186,34
90856,111,100
90857,141,58
90858,8,18
90859,111,127
90860,102,107
90861,101,20
90862,124,130
90863,129,63
90864,4,9
90865,183,76
90866,140,93
90867,119,130
90868,160,79
90869,105,38
90870,58,136
90871,184,46
90872,127,138
90873,128,137
90874,78,133
90875,186,159
90876,105,75
90877,160,107
90878,114,96
90879,101,86
90880,161,57
90881,180,49
90882,116,129
90883,159,88
90884,143,68
90885,103,139
90886,154,50
90887,101,128
90888,46,3
90889,73,110
90890,56,175
90891,138,95
90892,93,117
90893,120,20
90894,93,136
90895,103,120
90896,128,88
90897,79,127
90898,64,151
90899,151,53
90900,142,100
90901,139,95
90902,180,56
90903,179,33
90904,72,73
90905,190,58
90906,117,139
90907,107,17
90908,144,88
90909,183,47
90910,172,26
90911,49,3
90912,161,104
90913,90,14
90914,54,177
90915,95,95
90916,148,96
90917,180,53
90918,161,60
90919,134,118
90920,65,12
90921,117,128
90922,109,117
90923,143,102
90924,194,183
90925,128,137
90926,159,28
90927,113,4
90928,76,100
90929,134,91
90930,183,48
90931,93,127
90932,120,87
90933,104,82
90934,129,69
90935,134,65
90936,144,83
90937,63,84
90938,174,9
90939,121,111
90940,123,81
90941,69,117
90942,94,25
90943,61,113
90944,5,25
90945,86,98
90946,75,4
90947,120,86
90948,70,82
90949,166,50
90950,127,86
90951,172,21
90952,161,64
90953,106,108
90954,156,72
90955,199,113
90956,93,22
90957,50,174
90958,57,9
90959,102,132
90960,140,74
90961,138,82
90962,126,87
90963,157,68
90964,133,78
90965,80,199
90966,172,92
90967,96,32
90968,124,112
90969,99,124
90970,120,34
90971,185,109
90972,156,59
90973,136,109
90974,168,82
90975,86,119
90976,176,94
90977,89,98
90978,81,136
90979,156,107
90980,103,84
90981,141,104
90982,152,82
90983,116,149
90984,178,56
90985,138,103
90986,40,172
90987,66,180
90988,145,114
